neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,host_type
Brooklyn,Crown Heights,Entire home/apt,165,7,3,0.03,157,Ocasional
Manhattan,Harlem,Private room,90,1,1,0.02,0,Ocasional
Manhattan,Upper East Side,Entire home/apt,225,2,56,0.57,312,Ocasional
Brooklyn,Fort Greene,Private room,95,2,163,1.66,331,Profesional
Brooklyn,Crown Heights,Private room,55,2,247,2.51,275,Profesional
Manhattan,Hell's Kitchen,Private room,85,10,116,1.17,174,Ocasional
Brooklyn,South Slope,Entire home/apt,199,14,27,0.28,223,Profesional
Manhattan,Lower East Side,Entire home/apt,211,1,52,0.6,361,Profesional
Manhattan,Midtown,Entire home/apt,145,6,39,0.4,0,Ocasional
Manhattan,Harlem,Private room,65,14,35,0.35,283,Ocasional
Manhattan,Harlem,Entire home/apt,99,1,320,3.23,220,Ocasional
Queens,Astoria,Entire home/apt,110,4,30,0.32,363,Ocasional
Brooklyn,Crown Heights,Entire home/apt,80,3,225,2.27,315,Profesional
Brooklyn,Brooklyn Heights,Entire home/apt,150,30,95,0.96,281,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,4,70,0.75,283,Ocasional
Manhattan,Chelsea,Private room,290,2,35,0.36,20,Ocasional
Manhattan,East Village,Private room,87,2,0,0.0,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,190,4,50,0.51,331,Ocasional
Brooklyn,Williamsburg,Entire home/apt,200,2,29,0.31,36,Ocasional
Brooklyn,Park Slope,Entire home/apt,165,2,23,0.23,7,Profesional
Manhattan,Harlem,Entire home/apt,110,2,142,1.44,301,Profesional
Manhattan,East Village,Entire home/apt,395,2,70,0.73,170,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,99,2,38,0.54,307,Profesional
Brooklyn,Kensington,Private room,39,1,82,0.94,365,Profesional
Manhattan,East Village,Entire home/apt,189,2,403,4.1,201,Profesional
Manhattan,Upper West Side,Private room,85,1,3,0.03,0,Ocasional
Brooklyn,Gowanus,Entire home/apt,260,30,3,0.03,316,Ocasional
Manhattan,Harlem,Entire home/apt,122,1,116,1.18,271,Profesional
Brooklyn,Greenpoint,Entire home/apt,165,2,175,1.79,139,Ocasional
Queens,Forest Hills,Entire home/apt,97,3,28,1.21,209,Profesional
Manhattan,West Village,Entire home/apt,170,4,24,0.25,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,125,2,15,0.15,0,Ocasional
Manhattan,Murray Hill,Private room,130,4,105,1.07,193,Ocasional
Brooklyn,Williamsburg,Entire home/apt,225,10,22,0.38,52,Ocasional
Brooklyn,East Flatbush,Private room,50,2,263,2.69,136,Profesional
Brooklyn,Fort Greene,Entire home/apt,170,3,86,0.91,286,Profesional
Manhattan,Chelsea,Entire home/apt,132,4,10,0.1,0,Ocasional
Brooklyn,Park Slope,Entire home/apt,250,7,18,0.21,18,Ocasional
Brooklyn,Greenpoint,Entire home/apt,141,5,8,0.21,9,Ocasional
Brooklyn,Crown Heights,Entire home/apt,64,20,70,0.73,3,Ocasional
Brooklyn,Williamsburg,Entire home/apt,249,3,150,1.55,277,Ocasional
Brooklyn,Crown Heights,Private room,79,2,115,1.18,0,Ocasional
Manhattan,East Village,Entire home/apt,185,2,69,0.71,233,Ocasional
Brooklyn,Boerum Hill,Entire home/apt,120,3,232,2.41,221,Ocasional
Brooklyn,Park Slope,Entire home/apt,495,1,35,0.41,355,Ocasional
Manhattan,Nolita,Entire home/apt,375,3,18,0.21,0,Ocasional
Manhattan,Nolita,Entire home/apt,175,3,68,0.69,277,Ocasional
Manhattan,East Village,Entire home/apt,150,4,22,0.23,0,Ocasional
Manhattan,Harlem,Entire home/apt,259,8,17,0.17,343,Ocasional
Manhattan,East Village,Private room,96,1,34,0.58,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,145,7,8,0.08,0,Ocasional
Manhattan,Chelsea,Entire home/apt,200,4,0,0.0,0,Ocasional
Manhattan,Upper West Side,Entire home/apt,95,5,2,0.08,0,Ocasional
Brooklyn,Windsor Terrace,Entire home/apt,250,4,52,0.72,188,Ocasional
Manhattan,Harlem,Entire home/apt,295,2,74,0.76,264,Profesional
Manhattan,Greenwich Village,Entire home/apt,175,3,18,0.19,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,451,2,72,0.86,331,Ocasional
Manhattan,Upper West Side,Entire home/apt,165,2,191,2.18,236,Ocasional
Manhattan,Upper East Side,Entire home/apt,250,4,0,0.0,0,Ocasional
Bronx,Woodlawn,Entire home/apt,77,1,197,2.49,309,Ocasional
Manhattan,Lower East Side,Entire home/apt,250,4,19,0.2,0,Ocasional
Queens,Astoria,Entire home/apt,129,1,414,4.34,245,Ocasional
Brooklyn,Williamsburg,Private room,98,2,8,0.09,0,Profesional
Brooklyn,Park Slope,Entire home/apt,150,2,0,0.0,8,Ocasional
Manhattan,East Village,Private room,95,7,25,0.3,359,Ocasional
Manhattan,Harlem,Private room,55,3,119,1.22,333,Profesional
Manhattan,Harlem,Entire home/apt,300,2,203,2.14,258,Profesional
Queens,Sunnyside,Private room,42,40,53,0.55,236,Profesional
Brooklyn,Greenpoint,Entire home/apt,125,2,104,1.09,22,Ocasional
Manhattan,East Village,Private room,175,3,175,1.8,236,Ocasional
Manhattan,Harlem,Private room,75,3,38,0.42,365,Profesional
Brooklyn,Williamsburg,Entire home/apt,255,45,39,0.5,89,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,72,31,88,0.91,164,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,165,1,27,0.28,311,Profesional
Brooklyn,Williamsburg,Entire home/apt,165,5,117,1.28,23,Ocasional
Brooklyn,Clinton Hill,Private room,75,3,43,0.44,365,Profesional
Brooklyn,Greenpoint,Entire home/apt,130,5,4,0.05,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,139,2,385,4.0,222,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,88,1,64,0.68,238,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,80,1,39,0.41,218,Profesional
Manhattan,Chelsea,Private room,150,2,37,1.79,0,Ocasional
Manhattan,Upper West Side,Entire home/apt,200,3,10,0.12,0,Ocasional
Manhattan,East Village,Entire home/apt,200,2,103,1.08,235,Ocasional
Queens,Sunnyside,Private room,42,40,41,0.43,246,Profesional
Brooklyn,Williamsburg,Private room,90,6,3,0.03,0,Ocasional
Manhattan,Harlem,Entire home/apt,295,3,227,2.33,247,Ocasional
Brooklyn,Williamsburg,Entire home/apt,450,5,37,0.79,15,Ocasional
Brooklyn,Crown Heights,Entire home/apt,130,2,29,0.35,119,Ocasional
Brooklyn,Williamsburg,Private room,89,3,205,2.31,0,Profesional
Manhattan,Harlem,Entire home/apt,198,5,42,0.44,234,Profesional
Manhattan,East Village,Entire home/apt,99,2,280,2.92,257,Profesional
Brooklyn,Greenpoint,Private room,46,4,86,0.89,350,Profesional
Manhattan,SoHo,Private room,140,2,54,0.56,221,Ocasional
Brooklyn,Carroll Gardens,Entire home/apt,500,7,7,0.07,0,Ocasional
Manhattan,Morningside Heights,Private room,75,5,57,0.59,201,Profesional
Queens,Sunnyside,Private room,33,44,31,0.32,161,Profesional
Manhattan,Upper West Side,Entire home/apt,250,31,188,1.94,259,Ocasional
Brooklyn,Bushwick,Private room,60,3,480,6.7,0,Ocasional
Manhattan,Washington Heights,Private room,75,2,34,0.35,222,Ocasional
Brooklyn,Carroll Gardens,Entire home/apt,350,5,6,0.06,0,Ocasional
Manhattan,Chelsea,Entire home/apt,205,9,3,0.04,76,Profesional
Brooklyn,Park Slope,Entire home/apt,219,5,2,0.03,0,Ocasional
Brooklyn,Park Slope,Private room,60,1,20,0.21,258,Profesional
Manhattan,Upper West Side,Entire home/apt,185,2,129,1.33,14,Ocasional
Manhattan,East Village,Entire home/apt,190,3,147,1.6,27,Ocasional
Brooklyn,South Slope,Entire home/apt,105,28,101,1.06,167,Ocasional
Manhattan,East Harlem,Entire home/apt,250,2,11,0.12,68,Profesional
Manhattan,Upper West Side,Entire home/apt,175,65,11,0.12,358,Ocasional
Manhattan,Harlem,Private room,65,2,41,0.43,59,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,2,87,1.09,0,Ocasional
Bronx,University Heights,Private room,37,4,117,1.21,232,Ocasional
Brooklyn,Williamsburg,Entire home/apt,85,2,86,0.89,15,Profesional
Brooklyn,Gravesend,Entire home/apt,106,7,0,0.0,0,Profesional
Manhattan,East Harlem,Entire home/apt,79,2,15,0.16,0,Ocasional
Brooklyn,Fort Greene,Private room,85,2,35,0.55,161,Profesional
Manhattan,Harlem,Private room,170,2,17,0.18,88,Profesional
Manhattan,Lower East Side,Private room,115,3,3,0.04,337,Profesional
Manhattan,Harlem,Private room,89,5,43,0.47,247,Profesional
Manhattan,Harlem,Shared room,49,3,168,4.6,248,Ocasional
Brooklyn,Greenpoint,Private room,91,3,241,2.49,287,Ocasional
Manhattan,Gramercy,Entire home/apt,400,2,105,1.13,304,Ocasional
Brooklyn,Bushwick,Entire home/apt,150,2,11,0.46,0,Ocasional
Brooklyn,Crown Heights,Entire home/apt,97,3,31,0.32,193,Ocasional
Manhattan,East Village,Private room,100,4,49,0.51,43,Profesional
Brooklyn,Williamsburg,Entire home/apt,179,4,23,0.24,25,Ocasional
Brooklyn,Greenpoint,Entire home/apt,500,2,20,0.21,127,Profesional
Manhattan,Chelsea,Entire home/apt,429,10,18,0.9,0,Ocasional
Manhattan,Kips Bay,Entire home/apt,189,6,90,0.95,303,Ocasional
Manhattan,Lower East Side,Private room,120,2,99,1.04,345,Ocasional
Manhattan,Nolita,Entire home/apt,300,1,6,0.06,115,Profesional
Queens,Astoria,Entire home/apt,107,30,21,0.22,200,Profesional
Queens,Astoria,Entire home/apt,95,30,24,0.26,271,Profesional
Manhattan,Harlem,Entire home/apt,199,2,111,1.17,12,Ocasional
Manhattan,East Harlem,Entire home/apt,120,2,86,0.91,268,Ocasional
Manhattan,West Village,Entire home/apt,199,15,66,0.69,89,Profesional
Bronx,Allerton,Entire home/apt,125,2,271,2.84,347,Profesional
Brooklyn,Williamsburg,Private room,70,2,227,2.4,37,Ocasional
Brooklyn,Williamsburg,Private room,75,4,80,1.55,0,Ocasional
Manhattan,West Village,Private room,100,30,5,0.07,359,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,2,187,1.97,287,Profesional
Manhattan,Chelsea,Entire home/apt,250,1,2,0.02,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,350,6,1,0.02,233,Ocasional
Brooklyn,Prospect Heights,Entire home/apt,170,3,67,0.7,129,Ocasional
Manhattan,East Village,Entire home/apt,165,1,63,0.68,0,Ocasional
Manhattan,Hell's Kitchen,Private room,99,1,89,1.0,353,Ocasional
Manhattan,Chelsea,Private room,255,4,1,0.02,365,Ocasional
Brooklyn,East New York,Entire home/apt,169,3,177,1.86,297,Ocasional
Brooklyn,Crown Heights,Entire home/apt,99,4,90,0.94,56,Ocasional
Manhattan,Upper East Side,Entire home/apt,169,7,39,0.41,44,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,3,42,0.44,355,Ocasional
Brooklyn,Prospect Heights,Entire home/apt,215,3,33,0.35,156,Ocasional
Brooklyn,Park Slope,Entire home/apt,130,3,179,2.02,273,Ocasional
Manhattan,East Village,Private room,110,3,81,0.85,274,Profesional
Manhattan,Hell's Kitchen,Private room,150,28,43,0.45,258,Profesional
Brooklyn,Williamsburg,Private room,65,30,52,0.54,276,Ocasional
Queens,Sunnyside,Private room,75,2,160,1.68,65,Ocasional
Manhattan,Chelsea,Entire home/apt,149,6,23,0.27,0,Profesional
Manhattan,Upper West Side,Private room,89,6,35,0.37,180,Ocasional
Manhattan,Washington Heights,Private room,50,1,225,2.35,343,Ocasional
Brooklyn,Prospect-Lefferts Gardens,Private room,43,1,401,6.62,43,Profesional
Brooklyn,Prospect-Lefferts Gardens,Private room,42,1,72,0.84,96,Profesional
Brooklyn,Williamsburg,Private room,85,1,46,0.97,59,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,3,83,1.19,255,Ocasional
Brooklyn,Park Slope,Private room,105,1,211,2.21,252,Profesional
Brooklyn,Park Slope,Entire home/apt,265,5,15,0.16,0,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,149,1,122,1.29,20,Ocasional
Manhattan,Harlem,Private room,68,2,295,3.9,188,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,3,207,2.18,304,Ocasional
Manhattan,Harlem,Private room,75,3,50,0.65,38,Profesional
Brooklyn,Williamsburg,Private room,100,2,273,2.85,254,Ocasional
Manhattan,Upper East Side,Shared room,90,1,0,0.0,0,Ocasional
Manhattan,East Village,Entire home/apt,160,30,25,0.26,46,Ocasional
Brooklyn,Park Slope,Entire home/apt,190,4,105,1.62,328,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,67,4,72,0.76,0,Profesional
Manhattan,Upper East Side,Entire home/apt,190,1,8,0.08,0,Ocasional
Brooklyn,Clinton Hill,Entire home/apt,248,2,58,0.61,199,Profesional
Brooklyn,Williamsburg,Private room,100,6,8,0.09,249,Ocasional
Manhattan,Chinatown,Private room,95,3,172,1.84,64,Profesional
Manhattan,Theater District,Private room,150,1,330,7.14,111,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,123,1.29,287,Ocasional
Brooklyn,Bushwick,Private room,41,2,55,0.59,286,Ocasional
Brooklyn,Williamsburg,Entire home/apt,120,4,87,0.99,263,Ocasional
Bronx,Concourse Village,Private room,50,3,258,2.7,276,Profesional
Brooklyn,Fort Greene,Entire home/apt,157,2,4,0.18,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,195,14,31,0.33,263,Ocasional
Brooklyn,Sheepshead Bay,Entire home/apt,70,4,128,1.34,90,Profesional
Brooklyn,Williamsburg,Entire home/apt,185,3,14,0.15,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,30,0.32,11,Profesional
Queens,Sunnyside,Private room,50,28,258,2.9,287,Ocasional
Brooklyn,Greenpoint,Entire home/apt,185,3,228,2.39,1,Profesional
Manhattan,East Village,Entire home/apt,250,1,60,0.65,0,Ocasional
Manhattan,West Village,Private room,80,90,9,0.2,338,Ocasional
Manhattan,Theater District,Entire home/apt,230,2,179,1.88,44,Ocasional
Brooklyn,Gowanus,Entire home/apt,100,7,9,0.1,0,Ocasional
Brooklyn,Bushwick,Private room,40,1,1,0.37,5,Ocasional
Manhattan,Lower East Side,Private room,200,30,25,0.49,0,Ocasional
Staten Island,Emerson Hill,Private room,80,2,2,0.05,158,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,79,3,152,1.6,192,Profesional
Queens,Long Island City,Entire home/apt,95,30,24,0.25,358,Profesional
Manhattan,Upper West Side,Entire home/apt,300,2,45,0.47,31,Profesional
Brooklyn,Fort Hamilton,Entire home/apt,100,30,7,0.08,241,Ocasional
Manhattan,Harlem,Private room,80,7,19,0.35,285,Ocasional
Brooklyn,Bensonhurst,Entire home/apt,110,1,24,0.26,183,Ocasional
Brooklyn,Clinton Hill,Entire home/apt,172,4,8,0.09,189,Profesional
Manhattan,Lower East Side,Entire home/apt,199,1,29,0.31,162,Profesional
Manhattan,Lower East Side,Entire home/apt,199,1,14,0.15,158,Profesional
Manhattan,Harlem,Private room,100,1,33,0.38,84,Ocasional
Manhattan,Harlem,Private room,55,4,99,1.04,260,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,75,3,59,0.62,0,Profesional
Manhattan,East Village,Entire home/apt,146,3,142,1.5,166,Ocasional
Manhattan,NoHo,Private room,250,2,0,0.0,0,Ocasional
Brooklyn,Greenpoint,Entire home/apt,116,29,22,0.23,335,Ocasional
Manhattan,Tribeca,Private room,150,3,82,0.87,90,Profesional
Brooklyn,Park Slope,Private room,120,2,23,0.24,342,Profesional
Manhattan,Chelsea,Entire home/apt,199,4,32,0.34,28,Ocasional
Brooklyn,Prospect Heights,Entire home/apt,150,5,24,0.25,363,Ocasional
Manhattan,Harlem,Private room,69,1,59,0.63,86,Profesional
Manhattan,Harlem,Private room,300,55,6,0.08,83,Profesional
Brooklyn,Boerum Hill,Entire home/apt,230,4,18,0.21,0,Ocasional
Manhattan,Midtown,Entire home/apt,125,4,3,0.03,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,79,3,115,1.21,264,Profesional
Brooklyn,Fort Greene,Private room,130,3,154,1.63,305,Profesional
Brooklyn,Clinton Hill,Private room,239,1,164,1.73,356,Profesional
Staten Island,Shore Acres,Entire home/apt,75,6,76,0.8,278,Ocasional
Brooklyn,Williamsburg,Entire home/apt,220,3,116,1.23,135,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,3,234,2.47,308,Profesional
Manhattan,East Village,Entire home/apt,288,2,120,1.27,229,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,4,82,0.87,273,Ocasional
Manhattan,West Village,Entire home/apt,225,3,13,0.15,83,Ocasional
Manhattan,Chinatown,Private room,110,30,59,0.64,281,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,7,63,1.87,321,Ocasional
Manhattan,Hell's Kitchen,Private room,130,2,52,0.55,303,Ocasional
Manhattan,East Village,Private room,89,1,278,2.95,192,Profesional
Brooklyn,Sunset Park,Entire home/apt,200,5,1,0.01,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,2,35,0.4,36,Ocasional
Bronx,Concourse,Private room,50,5,235,2.49,271,Profesional
Manhattan,East Harlem,Entire home/apt,135,28,115,1.21,341,Profesional
Manhattan,East Village,Private room,90,1,109,1.15,333,Ocasional
Manhattan,SoHo,Private room,270,5,1,0.01,210,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,3,305,3.24,231,Ocasional
Manhattan,East Harlem,Entire home/apt,145,1,102,1.52,308,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,179,30,83,0.88,292,Ocasional
Queens,Ridgewood,Private room,55,1,19,0.25,311,Ocasional
Manhattan,Midtown,Private room,110,2,61,0.65,264,Ocasional
Manhattan,Harlem,Entire home/apt,325,5,89,0.94,153,Ocasional
Queens,Long Island City,Private room,75,30,65,0.74,219,Profesional
Brooklyn,South Slope,Entire home/apt,300,1,40,0.44,0,Ocasional
Manhattan,West Village,Private room,130,30,80,0.86,332,Profesional
Manhattan,Midtown,Entire home/apt,190,30,136,1.45,120,Ocasional
Manhattan,Lower East Side,Entire home/apt,200,3,100,1.06,191,Ocasional
Brooklyn,Williamsburg,Entire home/apt,180,2,125,1.36,248,Profesional
Brooklyn,DUMBO,Entire home/apt,350,5,40,0.5,67,Ocasional
Manhattan,East Village,Entire home/apt,160,4,0,0.0,0,Ocasional
Manhattan,Kips Bay,Entire home/apt,195,30,139,1.59,325,Profesional
Manhattan,Greenwich Village,Entire home/apt,241,30,0,0.0,249,Ocasional
Manhattan,Chinatown,Entire home/apt,300,7,2,0.03,0,Ocasional
Queens,Ditmars Steinway,Entire home/apt,75,28,49,0.53,313,Ocasional
Manhattan,Lower East Side,Entire home/apt,100,5,8,0.11,0,Ocasional
Manhattan,Gramercy,Entire home/apt,399,1,0,0.0,12,Ocasional
Brooklyn,Fort Greene,Private room,85,5,124,1.32,69,Ocasional
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,21,5,0.12,0,Ocasional
Brooklyn,Prospect Heights,Private room,55,1,147,1.57,293,Ocasional
Brooklyn,Clinton Hill,Private room,438,1,43,0.46,363,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,6,8,0.33,4,Ocasional
Manhattan,West Village,Entire home/apt,200,2,37,0.39,257,Ocasional
Brooklyn,Clinton Hill,Private room,279,1,120,1.28,362,Profesional
Brooklyn,Williamsburg,Entire home/apt,137,1,24,0.29,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,280,3,5,0.05,365,Ocasional
Brooklyn,Williamsburg,Entire home/apt,199,30,242,2.59,102,Ocasional
Manhattan,Inwood,Private room,71,4,229,2.45,26,Ocasional
Bronx,Kingsbridge,Private room,42,2,108,1.36,302,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,180,2,181,1.92,280,Ocasional
Manhattan,Chelsea,Entire home/apt,226,5,34,0.39,302,Ocasional
Brooklyn,Crown Heights,Private room,85,3,5,0.05,281,Ocasional
Manhattan,Gramercy,Entire home/apt,135,1,5,0.06,0,Ocasional
Queens,Elmhurst,Entire home/apt,79,4,60,0.64,297,Profesional
Manhattan,Lower East Side,Entire home/apt,154,1,238,2.59,246,Ocasional
Brooklyn,Greenpoint,Entire home/apt,199,3,34,0.37,60,Profesional
Manhattan,West Village,Entire home/apt,700,3,131,1.4,296,Profesional
Manhattan,West Village,Entire home/apt,246,4,6,0.16,0,Ocasional
Manhattan,Washington Heights,Private room,125,60,4,0.06,364,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,100,1,7,0.08,281,Profesional
Brooklyn,Williamsburg,Entire home/apt,295,5,125,3.04,0,Ocasional
Brooklyn,Crown Heights,Private room,150,3,0,0.0,0,Ocasional
Manhattan,Chinatown,Entire home/apt,119,1,49,0.58,0,Ocasional
Manhattan,Harlem,Private room,125,1,11,0.12,365,Profesional
Manhattan,Harlem,Entire home/apt,400,5,0,0.0,365,Profesional
Brooklyn,Williamsburg,Private room,129,2,241,2.6,303,Ocasional
Manhattan,Upper West Side,Private room,140,1,176,1.89,300,Ocasional
Manhattan,Chinatown,Private room,115,4,151,1.63,323,Profesional
Manhattan,East Harlem,Entire home/apt,200,3,49,0.53,0,Profesional
Brooklyn,Sunset Park,Entire home/apt,96,120,13,0.14,204,Ocasional
Brooklyn,Greenpoint,Entire home/apt,199,3,33,0.47,60,Profesional
Brooklyn,Greenpoint,Entire home/apt,199,3,24,0.32,84,Profesional
Brooklyn,Greenpoint,Entire home/apt,199,3,59,0.66,60,Profesional
Brooklyn,Brighton Beach,Private room,69,1,2,0.04,303,Ocasional
Manhattan,Upper West Side,Entire home/apt,185,2,16,0.23,261,Ocasional
Manhattan,Harlem,Private room,81,2,72,0.77,0,Ocasional
Brooklyn,Greenpoint,Entire home/apt,199,3,24,0.26,60,Profesional
Brooklyn,Greenpoint,Entire home/apt,199,3,23,0.26,60,Profesional
Brooklyn,Greenpoint,Entire home/apt,199,3,43,0.47,60,Profesional
Brooklyn,Greenpoint,Entire home/apt,199,3,30,0.32,56,Profesional
Brooklyn,Greenpoint,Entire home/apt,199,3,39,0.44,84,Profesional
Brooklyn,Greenpoint,Private room,349,3,8,0.09,58,Profesional
Brooklyn,Greenpoint,Private room,249,3,3,0.03,60,Profesional
Brooklyn,Greenpoint,Private room,299,3,6,0.1,60,Profesional
Brooklyn,Greenpoint,Private room,179,3,4,0.05,81,Profesional
Queens,Jackson Heights,Private room,54,5,56,0.66,365,Profesional
Brooklyn,Greenpoint,Private room,599,3,7,0.08,60,Profesional
Brooklyn,Clinton Hill,Entire home/apt,110,1,2,0.03,0,Ocasional
Brooklyn,Bushwick,Entire home/apt,220,2,178,2.69,297,Ocasional
Brooklyn,Williamsburg,Private room,89,30,30,0.8,91,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,170,2,190,2.04,315,Ocasional
Manhattan,Nolita,Entire home/apt,495,7,25,0.27,338,Profesional
Queens,Sunnyside,Entire home/apt,80,10,81,0.98,40,Profesional
Manhattan,Chelsea,Entire home/apt,760,2,7,0.08,361,Ocasional
Brooklyn,Cobble Hill,Private room,98,4,216,2.31,288,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,30,31,0.33,218,Ocasional
